code_pays,annee,genre,age_valeur,broad_sector,sector21,population,tranche_age
CIV,2015,female,15,Services,Accommodation and food service activities,10300.0,15-24
CIV,2015,female,16,Services,Accommodation and food service activities,10028.0,15-24
CIV,2015,female,17,Services,Accommodation and food service activities,9708.0,15-24
CIV,2015,female,18,Services,Accommodation and food service activities,9320.0,15-24
CIV,2015,female,19,Services,Accommodation and food service activities,8892.0,15-24
CIV,2015,female,20,Services,Accommodation and food service activities,8469.0,15-24
CIV,2015,female,21,Services,Accommodation and food service activities,8042.0,15-24
CIV,2015,female,22,Services,Accommodation and food service activities,7654.0,15-24
CIV,2015,female,23,Services,Accommodation and food service activities,7332.0,15-24
CIV,2015,female,24,Services,Accommodation and food service activities,7058.0,15-24
CIV,2016,female,15,Services,Accommodation and food service activities,9953.0,15-24
CIV,2016,female,16,Services,Accommodation and food service activities,9713.0,15-24
CIV,2016,female,17,Services,Accommodation and food service activities,9425.0,15-24
CIV,2016,female,18,Services,Accommodation and food service activities,9068.0,15-24
CIV,2016,female,19,Services,Accommodation and food service activities,8669.0,15-24
CIV,2016,female,20,Services,Accommodation and food service activities,8276.0,15-24
CIV,2016,female,21,Services,Accommodation and food service activities,7878.0,15-24
CIV,2016,female,22,Services,Accommodation and food service activities,7513.0,15-24
CIV,2016,female,23,Services,Accommodation and food service activities,7203.0,15-24
CIV,2016,female,24,Services,Accommodation and food service activities,6932.0,15-24
CIV,2017,female,15,Services,Accommodation and food service activities,10269.0,15-24
CIV,2017,female,16,Services,Accommodation and food service activities,10032.0,15-24
CIV,2017,female,17,Services,Accommodation and food service activities,9750.0,15-24
CIV,2017,female,18,Services,Accommodation and food service activities,9402.0,15-24
CIV,2017,female,19,Services,Accommodation and food service activities,9011.0,15-24
CIV,2017,female,20,Services,Accommodation and food service activities,8627.0,15-24
CIV,2017,female,21,Services,Accommodation and food service activities,8241.0,15-24
CIV,2017,female,22,Services,Accommodation and food service activities,7879.0,15-24
CIV,2017,female,23,Services,Accommodation and food service activities,7562.0,15-24
CIV,2017,female,24,Services,Accommodation and food service activities,7277.0,15-24
CIV,2018,female,15,Services,Accommodation and food service activities,10432.0,15-24
CIV,2018,female,16,Services,Accommodation and food service activities,10190.0,15-24
CIV,2018,female,17,Services,Accommodation and food service activities,9911.0,15-24
CIV,2018,female,18,Services,Accommodation and food service activities,9575.0,15-24
CIV,2018,female,19,Services,Accommodation and food service activities,9205.0,15-24
CIV,2018,female,20,Services,Accommodation and food service activities,8840.0,15-24
CIV,2018,female,21,Services,Accommodation and food service activities,8474.0,15-24
CIV,2018,female,22,Services,Accommodation and food service activities,8126.0,15-24
CIV,2018,female,23,Services,Accommodation and food service activities,7810.0,15-24
CIV,2018,female,24,Services,Accommodation and food service activities,7518.0,15-24
CIV,2019,female,15,Services,Accommodation and food service activities,10631.0,15-24
CIV,2019,female,16,Services,Accommodation and food service activities,10371.0,15-24
CIV,2019,female,17,Services,Accommodation and food service activities,10084.0,15-24
CIV,2019,female,18,Services,Accommodation and food service activities,9759.0,15-24
CIV,2019,female,19,Services,Accommodation and food service activities,9410.0,15-24
CIV,2019,female,20,Services,Accommodation and food service activities,9065.0,15-24
CIV,2019,female,21,Services,Accommodation and food service activities,8719.0,15-24
CIV,2019,female,22,Services,Accommodation and food service activities,8385.0,15-24
CIV,2019,female,23,Services,Accommodation and food service activities,8073.0,15-24
CIV,2019,female,24,Services,Accommodation and food service activities,7777.0,15-24
CIV,2020,female,15,Services,Accommodation and food service activities,7954.0,15-24
CIV,2020,female,16,Services,Accommodation and food service activities,7738.0,15-24
CIV,2020,female,17,Services,Accommodation and food service activities,7515.0,15-24
CIV,2020,female,18,Services,Accommodation and food service activities,7281.0,15-24
CIV,2020,female,19,Services,Accommodation and food service activities,7040.0,15-24
CIV,2020,female,20,Services,Accommodation and food service activities,6800.0,15-24
CIV,2020,female,21,Services,Accommodation and food service activities,6559.0,15-24
CIV,2020,female,22,Services,Accommodation and food service activities,6325.0,15-24
CIV,2020,female,23,Services,Accommodation and food service activities,6101.0,15-24
CIV,2020,female,24,Services,Accommodation and food service activities,5886.0,15-24
CIV,2021,female,15,Services,Accommodation and food service activities,6603.0,15-24
CIV,2021,female,16,Services,Accommodation and food service activities,6425.0,15-24
CIV,2021,female,17,Services,Accommodation and food service activities,6243.0,15-24
CIV,2021,female,18,Services,Accommodation and food service activities,6057.0,15-24
CIV,2021,female,19,Services,Accommodation and food service activities,5869.0,15-24
CIV,2021,female,20,Services,Accommodation and food service activities,5680.0,15-24
CIV,2021,female,21,Services,Accommodation and food service activities,5491.0,15-24
CIV,2021,female,22,Services,Accommodation and food service activities,5303.0,15-24
CIV,2021,female,23,Services,Accommodation and food service activities,5116.0,15-24
CIV,2021,female,24,Services,Accommodation and food service activities,4931.0,15-24
CIV,2022,female,15,Services,Accommodation and food service activities,5712.0,15-24
CIV,2022,female,16,Services,Accommodation and food service activities,5560.0,15-24
CIV,2022,female,17,Services,Accommodation and food service activities,5406.0,15-24
CIV,2022,female,18,Services,Accommodation and food service activities,5252.0,15-24
CIV,2022,female,19,Services,Accommodation and food service activities,5097.0,15-24
CIV,2022,female,20,Services,Accommodation and food service activities,4941.0,15-24
CIV,2022,female,21,Services,Accommodation and food service activities,4785.0,15-24
CIV,2022,female,22,Services,Accommodation and food service activities,4627.0,15-24
CIV,2022,female,23,Services,Accommodation and food service activities,4466.0,15-24
CIV,2022,female,24,Services,Accommodation and food service activities,4304.0,15-24
CIV,2023,female,15,Services,Accommodation and food service activities,5180.0,15-24
CIV,2023,female,16,Services,Accommodation and food service activities,5045.0,15-24
CIV,2023,female,17,Services,Accommodation and food service activities,4909.0,15-24
CIV,2023,female,18,Services,Accommodation and food service activities,4775.0,15-24
CIV,2023,female,19,Services,Accommodation and food service activities,4639.0,15-24
CIV,2023,female,20,Services,Accommodation and food service activities,4503.0,15-24
CIV,2023,female,21,Services,Accommodation and food service activities,4367.0,15-24
CIV,2023,female,22,Services,Accommodation and food service activities,4227.0,15-24
CIV,2023,female,23,Services,Accommodation and food service activities,4083.0,15-24
CIV,2023,female,24,Services,Accommodation and food service activities,3936.0,15-24
CIV,2024,female,15,Services,Accommodation and food service activities,5420.0,15-24
CIV,2024,female,16,Services,Accommodation and food service activities,5284.0,15-24
CIV,2024,female,17,Services,Accommodation and food service activities,5147.0,15-24
CIV,2024,female,18,Services,Accommodation and food service activities,5010.0,15-24
CIV,2024,female,19,Services,Accommodation and food service activities,4873.0,15-24
CIV,2024,female,20,Services,Accommodation and food service activities,4734.0,15-24
CIV,2024,female,21,Services,Accommodation and food service activities,4595.0,15-24
CIV,2024,female,22,Services,Accommodation and food service activities,4453.0,15-24
CIV,2024,female,23,Services,Accommodation and food service activities,4305.0,15-24
CIV,2024,female,24,Services,Accommodation and food service activities,4154.0,15-24
CIV,2025,female,15,Services,Accommodation and food service activities,5611.0,15-24
CIV,2025,female,16,Services,Accommodation and food service activities,5475.0,15-24
CIV,2025,female,17,Services,Accommodation and food service activities,5338.0,15-24
CIV,2025,female,18,Services,Accommodation and food service activities,5201.0,15-24
CIV,2025,female,19,Services,Accommodation and food service activities,5062.0,15-24
CIV,2025,female,20,Services,Accommodation and food service activities,4922.0,15-24
CIV,2025,female,21,Services,Accommodation and food service activities,4781.0,15-24
CIV,2025,female,22,Services,Accommodation and food service activities,4636.0,15-24
CIV,2025,female,23,Services,Accommodation and food service activities,4487.0,15-24
CIV,2025,female,24,Services,Accommodation and food service activities,4335.0,15-24
CIV,2015,female,15,Services,Activities of extraterritorial organizations and bodies,62.0,15-24
CIV,2015,female,16,Services,Activities of extraterritorial organizations and bodies,60.0,15-24
CIV,2015,female,17,Services,Activities of extraterritorial organizations and bodies,58.0,15-24
CIV,2015,female,18,Services,Activities of extraterritorial organizations and bodies,56.0,15-24
CIV,2015,female,19,Services,Activities of extraterritorial organizations and bodies,53.0,15-24
CIV,2015,female,20,Services,Activities of extraterritorial organizations and bodies,51.0,15-24
CIV,2015,female,21,Services,Activities of extraterritorial organizations and bodies,48.0,15-24
CIV,2015,female,22,Services,Activities of extraterritorial organizations and bodies,46.0,15-24
CIV,2015,female,23,Services,Activities of extraterritorial organizations and bodies,44.0,15-24
CIV,2015,female,24,Services,Activities of extraterritorial organizations and bodies,42.0,15-24
CIV,2016,female,15,Services,Activities of extraterritorial organizations and bodies,56.0,15-24
CIV,2016,female,16,Services,Activities of extraterritorial organizations and bodies,55.0,15-24
CIV,2016,female,17,Services,Activities of extraterritorial organizations and bodies,53.0,15-24
CIV,2016,female,18,Services,Activities of extraterritorial organizations and bodies,51.0,15-24
CIV,2016,female,19,Services,Activities of extraterritorial organizations and bodies,49.0,15-24
CIV,2016,female,20,Services,Activities of extraterritorial organizations and bodies,46.0,15-24
CIV,2016,female,21,Services,Activities of extraterritorial organizations and bodies,44.0,15-24
CIV,2016,female,22,Services,Activities of extraterritorial organizations and bodies,42.0,15-24
CIV,2016,female,23,Services,Activities of extraterritorial organizations and bodies,40.0,15-24
CIV,2016,female,24,Services,Activities of extraterritorial organizations and bodies,39.0,15-24
CIV,2017,female,15,Services,Activities of extraterritorial organizations and bodies,62.0,15-24
CIV,2017,female,16,Services,Activities of extraterritorial organizations and bodies,60.0,15-24
CIV,2017,female,17,Services,Activities of extraterritorial organizations and bodies,59.0,15-24
CIV,2017,female,18,Services,Activities of extraterritorial organizations and bodies,56.0,15-24
CIV,2017,female,19,Services,Activities of extraterritorial organizations and bodies,54.0,15-24
CIV,2017,female,20,Services,Activities of extraterritorial organizations and bodies,52.0,15-24
CIV,2017,female,21,Services,Activities of extraterritorial organizations and bodies,49.0,15-24
CIV,2017,female,22,Services,Activities of extraterritorial organizations and bodies,47.0,15-24
CIV,2017,female,23,Services,Activities of extraterritorial organizations and bodies,45.0,15-24
CIV,2017,female,24,Services,Activities of extraterritorial organizations and bodies,44.0,15-24
CIV,2018,female,15,Services,Activities of extraterritorial organizations and bodies,64.0,15-24
CIV,2018,female,16,Services,Activities of extraterritorial organizations and bodies,63.0,15-24
CIV,2018,female,17,Services,Activities of extraterritorial organizations and bodies,61.0,15-24
CIV,2018,female,18,Services,Activities of extraterritorial organizations and bodies,59.0,15-24
CIV,2018,female,19,Services,Activities of extraterritorial organizations and bodies,57.0,15-24
CIV,2018,female,20,Services,Activities of extraterritorial organizations and bodies,54.0,15-24
CIV,2018,female,21,Services,Activities of extraterritorial organizations and bodies,52.0,15-24
CIV,2018,female,22,Services,Activities of extraterritorial organizations and bodies,50.0,15-24
CIV,2018,female,23,Services,Activities of extraterritorial organizations and bodies,48.0,15-24
CIV,2018,female,24,Services,Activities of extraterritorial organizations and bodies,46.0,15-24
CIV,2019,female,15,Services,Activities of extraterritorial organizations and bodies,51.0,15-24
CIV,2019,female,16,Services,Activities of extraterritorial organizations and bodies,50.0,15-24
CIV,2019,female,17,Services,Activities of extraterritorial organizations and bodies,48.0,15-24
CIV,2019,female,18,Services,Activities of extraterritorial organizations and bodies,47.0,15-24
CIV,2019,female,19,Services,Activities of extraterritorial organizations and bodies,45.0,15-24
CIV,2019,female,20,Services,Activities of extraterritorial organizations and bodies,43.0,15-24
CIV,2019,female,21,Services,Activities of extraterritorial organizations and bodies,42.0,15-24
CIV,2019,female,22,Services,Activities of extraterritorial organizations and bodies,40.0,15-24
CIV,2019,female,23,Services,Activities of extraterritorial organizations and bodies,39.0,15-24
CIV,2019,female,24,Services,Activities of extraterritorial organizations and bodies,37.0,15-24
CIV,2020,female,15,Services,Activities of extraterritorial organizations and bodies,69.0,15-24
CIV,2020,female,16,Services,Activities of extraterritorial organizations and bodies,68.0,15-24
CIV,2020,female,17,Services,Activities of extraterritorial organizations and bodies,66.0,15-24
CIV,2020,female,18,Services,Activities of extraterritorial organizations and bodies,64.0,15-24
CIV,2020,female,19,Services,Activities of extraterritorial organizations and bodies,61.0,15-24
CIV,2020,female,20,Services,Activities of extraterritorial organizations and bodies,59.0,15-24
CIV,2020,female,21,Services,Activities of extraterritorial organizations and bodies,57.0,15-24
CIV,2020,female,22,Services,Activities of extraterritorial organizations and bodies,55.0,15-24
CIV,2020,female,23,Services,Activities of extraterritorial organizations and bodies,53.0,15-24
CIV,2020,female,24,Services,Activities of extraterritorial organizations and bodies,51.0,15-24
CIV,2021,female,15,Services,Activities of extraterritorial organizations and bodies,83.0,15-24
CIV,2021,female,16,Services,Activities of extraterritorial organizations and bodies,81.0,15-24
CIV,2021,female,17,Services,Activities of extraterritorial organizations and bodies,79.0,15-24
CIV,2021,female,18,Services,Activities of extraterritorial organizations and bodies,77.0,15-24
CIV,2021,female,19,Services,Activities of extraterritorial organizations and bodies,74.0,15-24
CIV,2021,female,20,Services,Activities of extraterritorial organizations and bodies,72.0,15-24
CIV,2021,female,21,Services,Activities of extraterritorial organizations and bodies,69.0,15-24
CIV,2021,female,22,Services,Activities of extraterritorial organizations and bodies,67.0,15-24
CIV,2021,female,23,Services,Activities of extraterritorial organizations and bodies,65.0,15-24
CIV,2021,female,24,Services,Activities of extraterritorial organizations and bodies,62.0,15-24
CIV,2022,female,15,Services,Activities of extraterritorial organizations and bodies,105.0,15-24
CIV,2022,female,16,Services,Activities of extraterritorial organizations and bodies,102.0,15-24
CIV,2022,female,17,Services,Activities of extraterritorial organizations and bodies,99.0,15-24
CIV,2022,female,18,Services,Activities of extraterritorial organizations and bodies,97.0,15-24
CIV,2022,female,19,Services,Activities of extraterritorial organizations and bodies,94.0,15-24
CIV,2022,female,20,Services,Activities of extraterritorial organizations and bodies,91.0,15-24
CIV,2022,female,21,Services,Activities of extraterritorial organizations and bodies,88.0,15-24
CIV,2022,female,22,Services,Activities of extraterritorial organizations and bodies,85.0,15-24
CIV,2022,female,23,Services,Activities of extraterritorial organizations and bodies,82.0,15-24
CIV,2022,female,24,Services,Activities of extraterritorial organizations and bodies,79.0,15-24
CIV,2023,female,15,Services,Activities of extraterritorial organizations and bodies,109.0,15-24
CIV,2023,female,16,Services,Activities of extraterritorial organizations and bodies,106.0,15-24
CIV,2023,female,17,Services,Activities of extraterritorial organizations and bodies,103.0,15-24
CIV,2023,female,18,Services,Activities of extraterritorial organizations and bodies,100.0,15-24
CIV,2023,female,19,Services,Activities of extraterritorial organizations and bodies,97.0,15-24
CIV,2023,female,20,Services,Activities of extraterritorial organizations and bodies,94.0,15-24
CIV,2023,female,21,Services,Activities of extraterritorial organizations and bodies,92.0,15-24
CIV,2023,female,22,Services,Activities of extraterritorial organizations and bodies,89.0,15-24
CIV,2023,female,23,Services,Activities of extraterritorial organizations and bodies,86.0,15-24
CIV,2023,female,24,Services,Activities of extraterritorial organizations and bodies,83.0,15-24
CIV,2024,female,15,Services,Activities of extraterritorial organizations and bodies,92.0,15-24
CIV,2024,female,16,Services,Activities of extraterritorial organizations and bodies,90.0,15-24
CIV,2024,female,17,Services,Activities of extraterritorial organizations and bodies,88.0,15-24
CIV,2024,female,18,Services,Activities of extraterritorial organizations and bodies,85.0,15-24
CIV,2024,female,19,Services,Activities of extraterritorial organizations and bodies,83.0,15-24
CIV,2024,female,20,Services,Activities of extraterritorial organizations and bodies,81.0,15-24
CIV,2024,female,21,Services,Activities of extraterritorial organizations and bodies,78.0,15-24
CIV,2024,female,22,Services,Activities of extraterritorial organizations and bodies,76.0,15-24
CIV,2024,female,23,Services,Activities of extraterritorial organizations and bodies,73.0,15-24
CIV,2024,female,24,Services,Activities of extraterritorial organizations and bodies,71.0,15-24
CIV,2025,female,15,Services,Activities of extraterritorial organizations and bodies,95.0,15-24
CIV,2025,female,16,Services,Activities of extraterritorial organizations and bodies,93.0,15-24
CIV,2025,female,17,Services,Activities of extraterritorial organizations and bodies,90.0,15-24
CIV,2025,female,18,Services,Activities of extraterritorial organizations and bodies,88.0,15-24
CIV,2025,female,19,Services,Activities of extraterritorial organizations and bodies,86.0,15-24
CIV,2025,female,20,Services,Activities of extraterritorial organizations and bodies,83.0,15-24
CIV,2025,female,21,Services,Activities of extraterritorial organizations and bodies,81.0,15-24
CIV,2025,female,22,Services,Activities of extraterritorial organizations and bodies,79.0,15-24
CIV,2025,female,23,Services,Activities of extraterritorial organizations and bodies,76.0,15-24
CIV,2025,female,24,Services,Activities of extraterritorial organizations and bodies,73.0,15-24
CIV,2015,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6003.0,15-24
CIV,2015,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5844.0,15-24
CIV,2015,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5658.0,15-24
CIV,2015,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5432.0,15-24
CIV,2015,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5183.0,15-24
CIV,2015,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4936.0,15-24
CIV,2015,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4687.0,15-24
CIV,2015,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4461.0,15-24
CIV,2015,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4273.0,15-24
CIV,2015,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4114.0,15-24
CIV,2016,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4740.0,15-24
CIV,2016,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4625.0,15-24
CIV,2016,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4488.0,15-24
CIV,2016,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4318.0,15-24
CIV,2016,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4128.0,15-24
CIV,2016,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3941.0,15-24
CIV,2016,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3752.0,15-24
CIV,2016,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3578.0,15-24
CIV,2016,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3430.0,15-24
CIV,2016,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3301.0,15-24
CIV,2017,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9267.0,15-24
CIV,2017,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9053.0,15-24
CIV,2017,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8799.0,15-24
CIV,2017,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8484.0,15-24
CIV,2017,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8131.0,15-24
CIV,2017,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7785.0,15-24
CIV,2017,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7436.0,15-24
CIV,2017,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7110.0,15-24
CIV,2017,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6824.0,15-24
CIV,2017,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6566.0,15-24
CIV,2018,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8909.0,15-24
CIV,2018,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8702.0,15-24
CIV,2018,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8464.0,15-24
CIV,2018,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8178.0,15-24
CIV,2018,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7861.0,15-24
CIV,2018,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7550.0,15-24
CIV,2018,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7237.0,15-24
CIV,2018,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6940.0,15-24
CIV,2018,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6670.0,15-24
CIV,2018,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6420.0,15-24
CIV,2019,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9740.0,15-24
CIV,2019,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9501.0,15-24
CIV,2019,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9239.0,15-24
CIV,2019,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8941.0,15-24
CIV,2019,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8621.0,15-24
CIV,2019,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8305.0,15-24
CIV,2019,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7988.0,15-24
CIV,2019,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7682.0,15-24
CIV,2019,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7396.0,15-24
CIV,2019,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7125.0,15-24
CIV,2020,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9840.0,15-24
CIV,2020,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9573.0,15-24
CIV,2020,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9297.0,15-24
CIV,2020,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9007.0,15-24
CIV,2020,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8709.0,15-24
CIV,2020,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8412.0,15-24
CIV,2020,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8114.0,15-24
CIV,2020,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7824.0,15-24
CIV,2020,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7548.0,15-24
CIV,2020,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7281.0,15-24
CIV,2021,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,10646.0,15-24
CIV,2021,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,10359.0,15-24
CIV,2021,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,10065.0,15-24
CIV,2021,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9766.0,15-24
CIV,2021,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9462.0,15-24
CIV,2021,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9158.0,15-24
CIV,2021,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8853.0,15-24
CIV,2021,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8550.0,15-24
CIV,2021,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8249.0,15-24
CIV,2021,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7951.0,15-24
CIV,2022,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4760.0,15-24
CIV,2022,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4633.0,15-24
CIV,2022,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4505.0,15-24
CIV,2022,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4376.0,15-24
CIV,2022,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4247.0,15-24
CIV,2022,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4117.0,15-24
CIV,2022,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3987.0,15-24
CIV,2022,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3855.0,15-24
CIV,2022,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3721.0,15-24
CIV,2022,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3586.0,15-24
CIV,2023,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8144.0,15-24
CIV,2023,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7932.0,15-24
CIV,2023,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7719.0,15-24
CIV,2023,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7507.0,15-24
CIV,2023,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7295.0,15-24
CIV,2023,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7080.0,15-24
CIV,2023,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6866.0,15-24
CIV,2023,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6646.0,15-24
CIV,2023,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6419.0,15-24
CIV,2023,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6189.0,15-24
CIV,2024,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7986.0,15-24
CIV,2024,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7785.0,15-24
CIV,2024,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7583.0,15-24
CIV,2024,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7382.0,15-24
CIV,2024,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7180.0,15-24
CIV,2024,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6975.0,15-24
CIV,2024,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6771.0,15-24
CIV,2024,female,22,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6560.0,15-24
CIV,2024,female,23,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6342.0,15-24
CIV,2024,female,24,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6120.0,15-24
CIV,2025,female,15,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8227.0,15-24
CIV,2025,female,16,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,8028.0,15-24
CIV,2025,female,17,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7827.0,15-24
CIV,2025,female,18,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7626.0,15-24
CIV,2025,female,19,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7423.0,15-24
CIV,2025,female,20,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7217.0,15-24
CIV,2025,female,21,Services,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7010.0,15-24
