code_pays,pays,annee,age_valeur,genre,sector,sector_group,population,tranche_age
CIV,Côte d'Ivoire,2026,29,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,5805,25-35
CIV,Côte d'Ivoire,2026,29,female,Activities of extraterritorial organizations and bodies,Services,315,25-35
CIV,Côte d'Ivoire,2026,29,female,Accommodation and food service activities,Services,10888,25-35
CIV,Côte d'Ivoire,2026,30,female,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,43283,25-35
CIV,Côte d'Ivoire,2026,30,female,"Water supply; sewerage, waste management and remediation activities",Industry,78,25-35
CIV,Côte d'Ivoire,2026,30,female,Transportation and storage,Services,422,25-35
CIV,Côte d'Ivoire,2026,30,female,Real estate activities,Services,583,25-35
CIV,Côte d'Ivoire,2026,30,female,Public administration and defence; compulsory social security,Services,2576,25-35
CIV,Côte d'Ivoire,2026,30,female,"Professional, scientific and technical activities",Services,391,25-35
CIV,Côte d'Ivoire,2026,30,female,Other service activities,Services,9848,25-35
CIV,Côte d'Ivoire,2026,30,female,Mining and quarrying,Industry,352,25-35
CIV,Côte d'Ivoire,2026,30,female,Manufacturing,Industry,19568,25-35
CIV,Côte d'Ivoire,2026,30,female,Information and communication,Services,467,25-35
CIV,Côte d'Ivoire,2026,30,female,Human health and social work activities,Services,4724,25-35
CIV,Côte d'Ivoire,2026,30,female,Financial and insurance activities,Services,1217,25-35
CIV,Côte d'Ivoire,2026,30,female,"Electricity; gas, steam and air conditioning supply",Industry,117,25-35
CIV,Côte d'Ivoire,2026,30,female,Education,Services,3129,25-35
CIV,Côte d'Ivoire,2026,30,female,Construction,Industry,460,25-35
CIV,Côte d'Ivoire,2026,30,female,"Arts, entertainment and recreation",Services,274,25-35
CIV,Côte d'Ivoire,2026,30,female,Agriculture; forestry and fishing,Agriculture,61420,25-35
CIV,Côte d'Ivoire,2026,30,female,Administrative and support service activities,Services,319,25-35
CIV,Côte d'Ivoire,2026,30,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,5596,25-35
CIV,Côte d'Ivoire,2026,30,female,Activities of extraterritorial organizations and bodies,Services,303,25-35
CIV,Côte d'Ivoire,2026,30,female,Accommodation and food service activities,Services,10495,25-35
CIV,Côte d'Ivoire,2026,31,female,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,41729,25-35
CIV,Côte d'Ivoire,2026,31,female,"Water supply; sewerage, waste management and remediation activities",Industry,77,25-35
CIV,Côte d'Ivoire,2026,31,female,Transportation and storage,Services,407,25-35
CIV,Côte d'Ivoire,2026,31,female,Real estate activities,Services,561,25-35
CIV,Côte d'Ivoire,2026,31,female,Public administration and defence; compulsory social security,Services,2483,25-35
CIV,Côte d'Ivoire,2026,31,female,"Professional, scientific and technical activities",Services,376,25-35
CIV,Côte d'Ivoire,2026,31,female,Other service activities,Services,9495,25-35
CIV,Côte d'Ivoire,2026,31,female,Mining and quarrying,Industry,339,25-35
CIV,Côte d'Ivoire,2026,31,female,Manufacturing,Industry,18866,25-35
CIV,Côte d'Ivoire,2026,31,female,Information and communication,Services,450,25-35
CIV,Côte d'Ivoire,2026,31,female,Human health and social work activities,Services,4555,25-35
CIV,Côte d'Ivoire,2026,31,female,Financial and insurance activities,Services,1174,25-35
CIV,Côte d'Ivoire,2026,31,female,"Electricity; gas, steam and air conditioning supply",Industry,113,25-35
CIV,Côte d'Ivoire,2026,31,female,Education,Services,3016,25-35
CIV,Côte d'Ivoire,2026,31,female,Construction,Industry,444,25-35
CIV,Côte d'Ivoire,2026,31,female,"Arts, entertainment and recreation",Services,265,25-35
CIV,Côte d'Ivoire,2026,31,female,Agriculture; forestry and fishing,Agriculture,59217,25-35
CIV,Côte d'Ivoire,2026,31,female,Administrative and support service activities,Services,307,25-35
CIV,Côte d'Ivoire,2026,31,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,5393,25-35
CIV,Côte d'Ivoire,2026,31,female,Activities of extraterritorial organizations and bodies,Services,291,25-35
CIV,Côte d'Ivoire,2026,31,female,Accommodation and food service activities,Services,10119,25-35
CIV,Côte d'Ivoire,2026,32,female,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,40118,25-35
CIV,Côte d'Ivoire,2026,32,female,"Water supply; sewerage, waste management and remediation activities",Industry,74,25-35
CIV,Côte d'Ivoire,2026,32,female,Transportation and storage,Services,391,25-35
CIV,Côte d'Ivoire,2026,32,female,Real estate activities,Services,540,25-35
CIV,Côte d'Ivoire,2026,32,female,Public administration and defence; compulsory social security,Services,2388,25-35
CIV,Côte d'Ivoire,2026,32,female,"Professional, scientific and technical activities",Services,362,25-35
CIV,Côte d'Ivoire,2026,32,female,Other service activities,Services,9129,25-35
CIV,Côte d'Ivoire,2026,32,female,Mining and quarrying,Industry,326,25-35
CIV,Côte d'Ivoire,2026,32,female,Manufacturing,Industry,18138,25-35
CIV,Côte d'Ivoire,2026,32,female,Information and communication,Services,433,25-35
CIV,Côte d'Ivoire,2026,32,female,Human health and social work activities,Services,4380,25-35
CIV,Côte d'Ivoire,2026,32,female,Financial and insurance activities,Services,1129,25-35
CIV,Côte d'Ivoire,2026,32,female,"Electricity; gas, steam and air conditioning supply",Industry,109,25-35
CIV,Côte d'Ivoire,2026,32,female,Education,Services,2899,25-35
CIV,Côte d'Ivoire,2026,32,female,Construction,Industry,427,25-35
CIV,Côte d'Ivoire,2026,32,female,"Arts, entertainment and recreation",Services,254,25-35
CIV,Côte d'Ivoire,2026,32,female,Agriculture; forestry and fishing,Agriculture,56931,25-35
CIV,Côte d'Ivoire,2026,32,female,Administrative and support service activities,Services,296,25-35
CIV,Côte d'Ivoire,2026,32,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,5187,25-35
CIV,Côte d'Ivoire,2026,32,female,Activities of extraterritorial organizations and bodies,Services,281,25-35
CIV,Côte d'Ivoire,2026,32,female,Accommodation and food service activities,Services,9728,25-35
CIV,Côte d'Ivoire,2026,33,female,Mining and quarrying,Industry,312,25-35
CIV,Côte d'Ivoire,2026,33,female,Manufacturing,Industry,17360,25-35
CIV,Côte d'Ivoire,2026,33,female,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,38397,25-35
CIV,Côte d'Ivoire,2026,33,female,"Water supply; sewerage, waste management and remediation activities",Industry,68,25-35
CIV,Côte d'Ivoire,2026,33,female,Transportation and storage,Services,374,25-35
CIV,Côte d'Ivoire,2026,33,female,Real estate activities,Services,517,25-35
CIV,Côte d'Ivoire,2026,33,female,Public administration and defence; compulsory social security,Services,2286,25-35
CIV,Côte d'Ivoire,2026,33,female,"Professional, scientific and technical activities",Services,347,25-35
CIV,Côte d'Ivoire,2026,33,female,Information and communication,Services,413,25-35
CIV,Côte d'Ivoire,2026,33,female,Human health and social work activities,Services,4191,25-35
CIV,Côte d'Ivoire,2026,33,female,Financial and insurance activities,Services,1081,25-35
CIV,Côte d'Ivoire,2026,33,female,"Electricity; gas, steam and air conditioning supply",Industry,105,25-35
CIV,Côte d'Ivoire,2026,33,female,Education,Services,2774,25-35
CIV,Côte d'Ivoire,2026,33,female,Construction,Industry,408,25-35
CIV,Côte d'Ivoire,2026,33,female,"Arts, entertainment and recreation",Services,244,25-35
CIV,Côte d'Ivoire,2026,33,female,Agriculture; forestry and fishing,Agriculture,54488,25-35
CIV,Côte d'Ivoire,2026,33,female,Administrative and support service activities,Services,284,25-35
CIV,Côte d'Ivoire,2026,33,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,4964,25-35
CIV,Côte d'Ivoire,2026,33,female,Activities of extraterritorial organizations and bodies,Services,270,25-35
CIV,Côte d'Ivoire,2026,33,female,Accommodation and food service activities,Services,9309,25-35
CIV,Côte d'Ivoire,2026,33,female,Other service activities,Services,8736,25-35
CIV,Côte d'Ivoire,2026,34,female,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,36648,25-35
CIV,Côte d'Ivoire,2026,34,female,"Water supply; sewerage, waste management and remediation activities",Industry,66,25-35
CIV,Côte d'Ivoire,2026,34,female,Transportation and storage,Services,357,25-35
CIV,Côte d'Ivoire,2026,34,female,Real estate activities,Services,494,25-35
CIV,Côte d'Ivoire,2026,34,female,Public administration and defence; compulsory social security,Services,2181,25-35
CIV,Côte d'Ivoire,2026,34,female,"Professional, scientific and technical activities",Services,331,25-35
CIV,Côte d'Ivoire,2026,34,female,Other service activities,Services,8340,25-35
CIV,Côte d'Ivoire,2026,34,female,Mining and quarrying,Industry,297,25-35
CIV,Côte d'Ivoire,2026,34,female,Manufacturing,Industry,16568,25-35
CIV,Côte d'Ivoire,2026,34,female,Information and communication,Services,395,25-35
CIV,Côte d'Ivoire,2026,34,female,Human health and social work activities,Services,3999,25-35
CIV,Côte d'Ivoire,2026,34,female,Financial and insurance activities,Services,1031,25-35
CIV,Côte d'Ivoire,2026,34,female,"Electricity; gas, steam and air conditioning supply",Industry,99,25-35
CIV,Côte d'Ivoire,2026,34,female,Education,Services,2649,25-35
CIV,Côte d'Ivoire,2026,34,female,Construction,Industry,391,25-35
CIV,Côte d'Ivoire,2026,34,female,"Arts, entertainment and recreation",Services,232,25-35
CIV,Côte d'Ivoire,2026,34,female,Agriculture; forestry and fishing,Agriculture,52006,25-35
CIV,Côte d'Ivoire,2026,34,female,Administrative and support service activities,Services,270,25-35
CIV,Côte d'Ivoire,2026,34,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,4738,25-35
CIV,Côte d'Ivoire,2026,34,female,Activities of extraterritorial organizations and bodies,Services,255,25-35
CIV,Côte d'Ivoire,2026,34,female,Accommodation and food service activities,Services,8886,25-35
CIV,Côte d'Ivoire,2026,35,female,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,35515,25-35
CIV,Côte d'Ivoire,2026,35,female,"Water supply; sewerage, waste management and remediation activities",Industry,64,25-35
CIV,Côte d'Ivoire,2026,35,female,Transportation and storage,Services,344,25-35
CIV,Côte d'Ivoire,2026,35,female,Real estate activities,Services,364,25-35
CIV,Côte d'Ivoire,2026,35,female,Public administration and defence; compulsory social security,Services,1741,25-35
CIV,Côte d'Ivoire,2026,35,female,"Professional, scientific and technical activities",Services,229,25-35
CIV,Côte d'Ivoire,2026,35,female,Other service activities,Services,8006,25-35
CIV,Côte d'Ivoire,2026,35,female,Mining and quarrying,Industry,304,25-35
CIV,Côte d'Ivoire,2026,35,female,Manufacturing,Industry,15698,25-35
CIV,Côte d'Ivoire,2026,35,female,Information and communication,Services,307,25-35
CIV,Côte d'Ivoire,2026,35,female,Human health and social work activities,Services,3057,25-35
CIV,Côte d'Ivoire,2026,35,female,Financial and insurance activities,Services,736,25-35
CIV,Côte d'Ivoire,2026,35,female,"Electricity; gas, steam and air conditioning supply",Industry,72,25-35
CIV,Côte d'Ivoire,2026,35,female,Education,Services,1948,25-35
CIV,Côte d'Ivoire,2026,35,female,Construction,Industry,370,25-35
CIV,Côte d'Ivoire,2026,35,female,"Arts, entertainment and recreation",Services,197,25-35
CIV,Côte d'Ivoire,2026,35,female,Agriculture; forestry and fishing,Agriculture,50997,25-35
CIV,Côte d'Ivoire,2026,35,female,Administrative and support service activities,Services,236,25-35
CIV,Côte d'Ivoire,2026,35,female,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,4667,25-35
CIV,Côte d'Ivoire,2026,35,female,Activities of extraterritorial organizations and bodies,Services,228,25-35
CIV,Côte d'Ivoire,2026,35,female,Accommodation and food service activities,Services,8738,25-35
CIV,Côte d'Ivoire,2026,15,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,12375,15-24
CIV,Côte d'Ivoire,2026,15,male,"Water supply; sewerage, waste management and remediation activities",Industry,81,15-24
CIV,Côte d'Ivoire,2026,15,male,Transportation and storage,Services,5126,15-24
CIV,Côte d'Ivoire,2026,15,male,Real estate activities,Services,59,15-24
CIV,Côte d'Ivoire,2026,15,male,Public administration and defence; compulsory social security,Services,247,15-24
CIV,Côte d'Ivoire,2026,15,male,"Professional, scientific and technical activities",Services,207,15-24
CIV,Côte d'Ivoire,2026,15,male,Other service activities,Services,3364,15-24
CIV,Côte d'Ivoire,2026,15,male,Mining and quarrying,Industry,1115,15-24
CIV,Côte d'Ivoire,2026,15,male,Manufacturing,Industry,9523,15-24
CIV,Côte d'Ivoire,2026,15,male,Information and communication,Services,674,15-24
CIV,Côte d'Ivoire,2026,15,male,Human health and social work activities,Services,487,15-24
CIV,Côte d'Ivoire,2026,15,male,Financial and insurance activities,Services,370,15-24
CIV,Côte d'Ivoire,2026,15,male,"Electricity; gas, steam and air conditioning supply",Industry,204,15-24
CIV,Côte d'Ivoire,2026,15,male,Education,Services,233,15-24
CIV,Côte d'Ivoire,2026,15,male,Construction,Industry,7212,15-24
CIV,Côte d'Ivoire,2026,15,male,"Arts, entertainment and recreation",Services,394,15-24
CIV,Côte d'Ivoire,2026,15,male,Agriculture; forestry and fishing,Agriculture,89613,15-24
CIV,Côte d'Ivoire,2026,15,male,Administrative and support service activities,Services,481,15-24
CIV,Côte d'Ivoire,2026,15,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,578,15-24
CIV,Côte d'Ivoire,2026,15,male,Activities of extraterritorial organizations and bodies,Services,46,15-24
CIV,Côte d'Ivoire,2026,15,male,Accommodation and food service activities,Services,2077,15-24
CIV,Côte d'Ivoire,2026,16,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,12134,15-24
CIV,Côte d'Ivoire,2026,16,male,"Water supply; sewerage, waste management and remediation activities",Industry,80,15-24
CIV,Côte d'Ivoire,2026,16,male,Transportation and storage,Services,5025,15-24
CIV,Côte d'Ivoire,2026,16,male,Real estate activities,Services,58,15-24
CIV,Côte d'Ivoire,2026,16,male,Public administration and defence; compulsory social security,Services,243,15-24
CIV,Côte d'Ivoire,2026,16,male,"Professional, scientific and technical activities",Services,204,15-24
CIV,Côte d'Ivoire,2026,16,male,Other service activities,Services,3298,15-24
CIV,Côte d'Ivoire,2026,16,male,Mining and quarrying,Industry,1093,15-24
CIV,Côte d'Ivoire,2026,16,male,Manufacturing,Industry,9337,15-24
CIV,Côte d'Ivoire,2026,16,male,Information and communication,Services,662,15-24
CIV,Côte d'Ivoire,2026,16,male,Human health and social work activities,Services,478,15-24
CIV,Côte d'Ivoire,2026,16,male,Financial and insurance activities,Services,361,15-24
CIV,Côte d'Ivoire,2026,16,male,"Electricity; gas, steam and air conditioning supply",Industry,201,15-24
CIV,Côte d'Ivoire,2026,16,male,Education,Services,228,15-24
CIV,Côte d'Ivoire,2026,16,male,Construction,Industry,7069,15-24
CIV,Côte d'Ivoire,2026,16,male,"Arts, entertainment and recreation",Services,384,15-24
CIV,Côte d'Ivoire,2026,16,male,Agriculture; forestry and fishing,Agriculture,87868,15-24
CIV,Côte d'Ivoire,2026,16,male,Administrative and support service activities,Services,472,15-24
CIV,Côte d'Ivoire,2026,16,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,566,15-24
CIV,Côte d'Ivoire,2026,16,male,Activities of extraterritorial organizations and bodies,Services,45,15-24
CIV,Côte d'Ivoire,2026,16,male,Accommodation and food service activities,Services,2036,15-24
CIV,Côte d'Ivoire,2026,17,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,11885,15-24
CIV,Côte d'Ivoire,2026,17,male,"Water supply; sewerage, waste management and remediation activities",Industry,77,15-24
CIV,Côte d'Ivoire,2026,17,male,Transportation and storage,Services,4923,15-24
CIV,Côte d'Ivoire,2026,17,male,Real estate activities,Services,57,15-24
CIV,Côte d'Ivoire,2026,17,male,Public administration and defence; compulsory social security,Services,238,15-24
CIV,Côte d'Ivoire,2026,17,male,"Professional, scientific and technical activities",Services,199,15-24
CIV,Côte d'Ivoire,2026,17,male,Other service activities,Services,3230,15-24
CIV,Côte d'Ivoire,2026,17,male,Mining and quarrying,Industry,1070,15-24
CIV,Côte d'Ivoire,2026,17,male,Manufacturing,Industry,9145,15-24
CIV,Côte d'Ivoire,2026,17,male,Information and communication,Services,647,15-24
CIV,Côte d'Ivoire,2026,17,male,Human health and social work activities,Services,469,15-24
CIV,Côte d'Ivoire,2026,17,male,Financial and insurance activities,Services,355,15-24
CIV,Côte d'Ivoire,2026,17,male,"Electricity; gas, steam and air conditioning supply",Industry,197,15-24
CIV,Côte d'Ivoire,2026,17,male,Education,Services,223,15-24
CIV,Côte d'Ivoire,2026,17,male,Construction,Industry,6925,15-24
CIV,Côte d'Ivoire,2026,17,male,"Arts, entertainment and recreation",Services,377,15-24
CIV,Côte d'Ivoire,2026,17,male,Agriculture; forestry and fishing,Agriculture,86065,15-24
CIV,Côte d'Ivoire,2026,17,male,Administrative and support service activities,Services,463,15-24
CIV,Côte d'Ivoire,2026,17,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,556,15-24
CIV,Côte d'Ivoire,2026,17,male,Activities of extraterritorial organizations and bodies,Services,44,15-24
CIV,Côte d'Ivoire,2026,17,male,Accommodation and food service activities,Services,1995,15-24
CIV,Côte d'Ivoire,2026,18,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,11625,15-24
CIV,Côte d'Ivoire,2026,18,male,"Water supply; sewerage, waste management and remediation activities",Industry,75,15-24
CIV,Côte d'Ivoire,2026,18,male,Transportation and storage,Services,4816,15-24
CIV,Côte d'Ivoire,2026,18,male,Real estate activities,Services,57,15-24
CIV,Côte d'Ivoire,2026,18,male,Public administration and defence; compulsory social security,Services,232,15-24
CIV,Côte d'Ivoire,2026,18,male,"Professional, scientific and technical activities",Services,194,15-24
CIV,Côte d'Ivoire,2026,18,male,Other service activities,Services,3160,15-24
CIV,Côte d'Ivoire,2026,18,male,Mining and quarrying,Industry,1049,15-24
CIV,Côte d'Ivoire,2026,18,male,Manufacturing,Industry,8947,15-24
CIV,Côte d'Ivoire,2026,18,male,Information and communication,Services,635,15-24
CIV,Côte d'Ivoire,2026,18,male,Human health and social work activities,Services,458,15-24
CIV,Côte d'Ivoire,2026,18,male,Financial and insurance activities,Services,347,15-24
CIV,Côte d'Ivoire,2026,18,male,"Electricity; gas, steam and air conditioning supply",Industry,194,15-24
CIV,Côte d'Ivoire,2026,18,male,Education,Services,217,15-24
CIV,Côte d'Ivoire,2026,18,male,Construction,Industry,6775,15-24
CIV,Côte d'Ivoire,2026,18,male,"Arts, entertainment and recreation",Services,370,15-24
CIV,Côte d'Ivoire,2026,18,male,Agriculture; forestry and fishing,Agriculture,84183,15-24
CIV,Côte d'Ivoire,2026,18,male,Administrative and support service activities,Services,453,15-24
CIV,Côte d'Ivoire,2026,18,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,543,15-24
CIV,Côte d'Ivoire,2026,18,male,Activities of extraterritorial organizations and bodies,Services,44,15-24
CIV,Côte d'Ivoire,2026,18,male,Accommodation and food service activities,Services,1951,15-24
CIV,Côte d'Ivoire,2026,19,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,11355,15-24
CIV,Côte d'Ivoire,2026,19,male,"Water supply; sewerage, waste management and remediation activities",Industry,74,15-24
CIV,Côte d'Ivoire,2026,19,male,Transportation and storage,Services,4704,15-24
CIV,Côte d'Ivoire,2026,19,male,Real estate activities,Services,54,15-24
CIV,Côte d'Ivoire,2026,19,male,Public administration and defence; compulsory social security,Services,227,15-24
CIV,Côte d'Ivoire,2026,19,male,"Professional, scientific and technical activities",Services,190,15-24
CIV,Côte d'Ivoire,2026,19,male,Other service activities,Services,3086,15-24
CIV,Côte d'Ivoire,2026,19,male,Mining and quarrying,Industry,1023,15-24
CIV,Côte d'Ivoire,2026,19,male,Manufacturing,Industry,8737,15-24
CIV,Côte d'Ivoire,2026,19,male,Information and communication,Services,620,15-24
CIV,Côte d'Ivoire,2026,19,male,Human health and social work activities,Services,447,15-24
CIV,Côte d'Ivoire,2026,19,male,Financial and insurance activities,Services,338,15-24
CIV,Côte d'Ivoire,2026,19,male,"Electricity; gas, steam and air conditioning supply",Industry,187,15-24
CIV,Côte d'Ivoire,2026,19,male,Education,Services,213,15-24
CIV,Côte d'Ivoire,2026,19,male,Construction,Industry,6616,15-24
CIV,Côte d'Ivoire,2026,19,male,"Arts, entertainment and recreation",Services,359,15-24
CIV,Côte d'Ivoire,2026,19,male,Agriculture; forestry and fishing,Agriculture,82229,15-24
CIV,Côte d'Ivoire,2026,19,male,Administrative and support service activities,Services,441,15-24
CIV,Côte d'Ivoire,2026,19,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,531,15-24
CIV,Côte d'Ivoire,2026,19,male,Activities of extraterritorial organizations and bodies,Services,42,15-24
CIV,Côte d'Ivoire,2026,19,male,Accommodation and food service activities,Services,1905,15-24
CIV,Côte d'Ivoire,2026,20,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,11080,15-24
CIV,Côte d'Ivoire,2026,20,male,"Water supply; sewerage, waste management and remediation activities",Industry,73,15-24
CIV,Côte d'Ivoire,2026,20,male,Transportation and storage,Services,4589,15-24
CIV,Côte d'Ivoire,2026,20,male,Real estate activities,Services,53,15-24
CIV,Côte d'Ivoire,2026,20,male,Public administration and defence; compulsory social security,Services,222,15-24
CIV,Côte d'Ivoire,2026,20,male,"Professional, scientific and technical activities",Services,186,15-24
CIV,Côte d'Ivoire,2026,20,male,Other service activities,Services,3013,15-24
CIV,Côte d'Ivoire,2026,20,male,Mining and quarrying,Industry,998,15-24
CIV,Côte d'Ivoire,2026,20,male,Manufacturing,Industry,8527,15-24
CIV,Côte d'Ivoire,2026,20,male,Information and communication,Services,604,15-24
CIV,Côte d'Ivoire,2026,20,male,Human health and social work activities,Services,436,15-24
CIV,Côte d'Ivoire,2026,20,male,Financial and insurance activities,Services,330,15-24
CIV,Côte d'Ivoire,2026,20,male,"Electricity; gas, steam and air conditioning supply",Industry,184,15-24
CIV,Côte d'Ivoire,2026,20,male,Education,Services,207,15-24
CIV,Côte d'Ivoire,2026,20,male,Construction,Industry,6457,15-24
CIV,Côte d'Ivoire,2026,20,male,"Arts, entertainment and recreation",Services,352,15-24
CIV,Côte d'Ivoire,2026,20,male,Agriculture; forestry and fishing,Agriculture,80237,15-24
CIV,Côte d'Ivoire,2026,20,male,Administrative and support service activities,Services,430,15-24
CIV,Côte d'Ivoire,2026,20,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,517,15-24
CIV,Côte d'Ivoire,2026,20,male,Activities of extraterritorial organizations and bodies,Services,42,15-24
CIV,Côte d'Ivoire,2026,20,male,Accommodation and food service activities,Services,1859,15-24
CIV,Côte d'Ivoire,2026,21,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,10805,15-24
CIV,Côte d'Ivoire,2026,21,male,"Water supply; sewerage, waste management and remediation activities",Industry,70,15-24
CIV,Côte d'Ivoire,2026,21,male,Transportation and storage,Services,4474,15-24
CIV,Côte d'Ivoire,2026,21,male,Real estate activities,Services,51,15-24
CIV,Côte d'Ivoire,2026,21,male,Public administration and defence; compulsory social security,Services,215,15-24
CIV,Côte d'Ivoire,2026,21,male,"Professional, scientific and technical activities",Services,182,15-24
CIV,Côte d'Ivoire,2026,21,male,Other service activities,Services,2937,15-24
CIV,Côte d'Ivoire,2026,21,male,Mining and quarrying,Industry,974,15-24
CIV,Côte d'Ivoire,2026,21,male,Manufacturing,Industry,8314,15-24
CIV,Côte d'Ivoire,2026,21,male,Information and communication,Services,589,15-24
CIV,Côte d'Ivoire,2026,21,male,Human health and social work activities,Services,425,15-24
CIV,Côte d'Ivoire,2026,21,male,Financial and insurance activities,Services,323,15-24
CIV,Côte d'Ivoire,2026,21,male,"Electricity; gas, steam and air conditioning supply",Industry,179,15-24
CIV,Côte d'Ivoire,2026,21,male,Education,Services,203,15-24
CIV,Côte d'Ivoire,2026,21,male,Construction,Industry,6294,15-24
CIV,Côte d'Ivoire,2026,21,male,"Arts, entertainment and recreation",Services,342,15-24
CIV,Côte d'Ivoire,2026,21,male,Agriculture; forestry and fishing,Agriculture,78233,15-24
CIV,Côte d'Ivoire,2026,21,male,Administrative and support service activities,Services,418,15-24
CIV,Côte d'Ivoire,2026,21,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,505,15-24
CIV,Côte d'Ivoire,2026,21,male,Activities of extraterritorial organizations and bodies,Services,40,15-24
CIV,Côte d'Ivoire,2026,21,male,Accommodation and food service activities,Services,1813,15-24
CIV,Côte d'Ivoire,2026,22,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,10501,15-24
CIV,Côte d'Ivoire,2026,22,male,"Water supply; sewerage, waste management and remediation activities",Industry,69,15-24
CIV,Côte d'Ivoire,2026,22,male,Transportation and storage,Services,4350,15-24
CIV,Côte d'Ivoire,2026,22,male,Real estate activities,Services,50,15-24
CIV,Côte d'Ivoire,2026,22,male,Public administration and defence; compulsory social security,Services,208,15-24
CIV,Côte d'Ivoire,2026,22,male,"Professional, scientific and technical activities",Services,177,15-24
CIV,Côte d'Ivoire,2026,22,male,Other service activities,Services,2855,15-24
CIV,Côte d'Ivoire,2026,22,male,Mining and quarrying,Industry,945,15-24
CIV,Côte d'Ivoire,2026,22,male,Manufacturing,Industry,8081,15-24
CIV,Côte d'Ivoire,2026,22,male,Information and communication,Services,574,15-24
CIV,Côte d'Ivoire,2026,22,male,Human health and social work activities,Services,414,15-24
CIV,Côte d'Ivoire,2026,22,male,Financial and insurance activities,Services,313,15-24
CIV,Côte d'Ivoire,2026,22,male,"Electricity; gas, steam and air conditioning supply",Industry,174,15-24
CIV,Côte d'Ivoire,2026,22,male,Education,Services,198,15-24
CIV,Côte d'Ivoire,2026,22,male,Construction,Industry,6118,15-24
CIV,Côte d'Ivoire,2026,22,male,"Arts, entertainment and recreation",Services,333,15-24
CIV,Côte d'Ivoire,2026,22,male,Agriculture; forestry and fishing,Agriculture,76039,15-24
CIV,Côte d'Ivoire,2026,22,male,Administrative and support service activities,Services,408,15-24
CIV,Côte d'Ivoire,2026,22,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,490,15-24
CIV,Côte d'Ivoire,2026,22,male,Activities of extraterritorial organizations and bodies,Services,39,15-24
CIV,Côte d'Ivoire,2026,22,male,Accommodation and food service activities,Services,1760,15-24
CIV,Côte d'Ivoire,2026,23,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,10161,15-24
CIV,Côte d'Ivoire,2026,23,male,"Water supply; sewerage, waste management and remediation activities",Industry,67,15-24
CIV,Côte d'Ivoire,2026,23,male,Transportation and storage,Services,4209,15-24
CIV,Côte d'Ivoire,2026,23,male,Real estate activities,Services,49,15-24
CIV,Côte d'Ivoire,2026,23,male,Public administration and defence; compulsory social security,Services,204,15-24
CIV,Côte d'Ivoire,2026,23,male,"Professional, scientific and technical activities",Services,169,15-24
CIV,Côte d'Ivoire,2026,23,male,Other service activities,Services,2762,15-24
CIV,Côte d'Ivoire,2026,23,male,Mining and quarrying,Industry,916,15-24
CIV,Côte d'Ivoire,2026,23,male,Manufacturing,Industry,7821,15-24
CIV,Côte d'Ivoire,2026,23,male,Information and communication,Services,556,15-24
CIV,Côte d'Ivoire,2026,23,male,Human health and social work activities,Services,400,15-24
CIV,Côte d'Ivoire,2026,23,male,Financial and insurance activities,Services,303,15-24
CIV,Côte d'Ivoire,2026,23,male,"Electricity; gas, steam and air conditioning supply",Industry,169,15-24
CIV,Côte d'Ivoire,2026,23,male,Education,Services,191,15-24
CIV,Côte d'Ivoire,2026,23,male,Construction,Industry,5921,15-24
CIV,Côte d'Ivoire,2026,23,male,"Arts, entertainment and recreation",Services,323,15-24
CIV,Côte d'Ivoire,2026,23,male,Agriculture; forestry and fishing,Agriculture,73581,15-24
